ParaId,Chapter,Title,SectionTitle,SubsectionTitle,Source,FeatureType,ParaText
466,Chapter 9,Rental income and expenses,Limits on Rental Losses,,TaxCode,TAXCODE,"If you have a loss from your rental real estate activity, two sets of rules may limit the amount of loss you can deduct. You must consider these rules in the order shown below. 1.    At-risk rules. These rules are applied first if there is investment in your rental real estate activity for which you are not at risk. This applies only if the real property was placed in service after 1986. 2.    Passive activity limits. Generally, rental real estate activities are considered passive activities and losses are not deductible unless you have income from other passive activities to offset them. However, there are exceptions."
467,Chapter 9,Rental income and expenses,Limits on Rental Losses,At-Risk Rules,TaxCode,TAXCODE,"You may be subject to the at-risk rules if you have: §  A loss from an activity carried on as a trade or business or for the production of income, and §  Amounts invested in the activity for which you are not fully at risk. Losses from holding real property (other than mineral property) placed in service before 1987 are not subject to the at-risk rules. In most cases, any loss from an activity subject to the at-risk rules is allowed only to the extent of the total amount you have at risk in the activity at the end of the tax year. You are considered at risk in an activity to the extent of cash and the adjusted basis of other property you contributed to the activity and certain amounts borrowed for use in the activity. See Publication 925 for more information."
468,Chapter 9,Rental income and expenses,Limits on Rental Losses,At-Risk Rules,EY,EXAMPLE,"Rob maintains an investment in which he made an initial investment of $20,000. He is considered “at risk” in the amount of $20,000. If Rob had a loss of $6,000 the first year, he would be able to take the loss deduction of $6,000, but the total maximum amount of loss deductions Rob could take in future years could not exceed $14,000 ($20,000 − $6,000), the amount he is at risk."
469,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,TaxCode,TAXCODE,"In most cases, all rental real estate activities (except those of certain real estate professionals, discussed later) are passive activities. For this purpose, a rental activity is an activity from which you receive income mainly for the use of tangible property, rather than for services. Limits on passive activity deductions and credits. Deductions or losses from passive activities are limited. You generally cannot offset income, other than passive income, with losses from passive activities. Nor can you offset taxes on income, other than passive income, with credits resulting from passive activities. Any excess loss or credit is carried forward to the next tax year. For a detailed discussion of these rules, see Publication 925. You may have to complete Form 8582 to figure the amount of any passive activity loss for the current tax year for all activities and the amount of the passive activity loss allowed on your tax return."
470,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,EY,TAXSAVER,"Note that any passive losses disallowed and carried forward can generally be taken in the year the property is sold. Any passive loss carry forward that has not been utilized at your death is only deductible to the extent that the carry forward loss exceeds the spread between the cost basis of the property that produced the loss and its fair market value on date of death (or alternate valuation date, if so elected by the executor)."
471,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,TaxCode,TAXCODE,"Real estate professionals. Rental activities in which you materially participated during the year are not passive activities if, for that year, you were a real estate professional. For a detailed discussion of the requirements, see Publication 527. For a detailed discussion of material participation, see Publication 925."
472,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,EY,EXPLANATION,"A rental activity is considered a passive activity unless you are considered a real estate professional. An activity is a rental activity if: 1. Tangible property is used by customers. 2. Income received is principally for the use of the property whether or not there is a lease, service contract, or other arrangement. An activity is not considered a rental activity if: 1. The average time the customer uses the property is 7 days or less. 2. The average time the customer uses the property is 30 days or less and personal services have been provided by the owner in connection with the rental. 3. Extraordinary personal services are provided by the owner in connection with the rental. 4. The rental of the activity is incidental to the nonrental. 5. You customarily make the rental property available during defined business hours for nonexclusive use by various customers. 6. The property is associated with a partnership, S corporation, or joint venture. Example Amy owns a time-share condo and rents it to a third party for a week each year. Amy paid for no additional services except for weekly cleaning of the unit through condominium dues. This property is not considered a rental activity."
473,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,TaxCode,TAXCODE,"Exception for Personal Use of Dwelling Unit If you used the rental property as a home during the year, any income, deductions, gain, or loss allocable to such use shall not be taken into account for purposes of the passive activity loss limitation. Instead, follow the rules explained in Personal Use of Dwelling Unit (Including Vacation Home), earlier."
474,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,TaxCode,TAXCODE,"Exception for Rental Real Estate Activities With Active Participation If you or your spouse actively participated in a passive rental real estate activity, you may be able to deduct up to $25,000 of loss from the activity from your non passive income. This special allowance is an exception to the general rule disallowing losses in excess of income from passive activities. Similarly, you may be able to offset credits from the activity against the tax on up to $25,000 of nonpassive income after taking into account any losses allowed under this exception. Active participation. You actively participated in a rental real estate activity if you (and your spouse) owned at least 10% of the rental property and you made management decisions or arranged for others to provide services (such as repairs) in a significant and bona fide sense. Management decisions that may count as active participation include approving new tenants, deciding on rental terms, approving expenditures, and similar decisions. Maximum special allowance. The maximum special allowance is: §  $25,000 for single individuals and married individuals filing a joint return for the tax year, §  $12,500 for married individuals who file separate returns for the tax year and lived apart from their spouses at all times during the tax year, and §  $25,000 for a qualifying estate reduced by the special allowance for which the surviving spouse qualified. If your modified adjusted gross income (MAGI) is $100,000 or less ($50,000 or less if married filing separately), you can deduct your loss up to the amount specified above. If your MAGI is more than $100,000 (more than $50,000 if married filing separately), your special allowance is limited to 50% of the difference between $150,000 ($75,000 if married filing separately) and your MAGI. Generally, if your MAGI is $150,000 or more ($75,000 or more if you are married filing separately), there is no special allowance. More information. See Publication 925 for more information on the passive loss limits, including information on the treatment of unused disallowed passive losses and credits and the treatment of gains and losses realized on the disposition of a passive activity."
475,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,EY,TAXSAVER,"If you rent out your personal residence with the intention of returning to it (say, for example, you are transferred overseas for several years), the mortgage interest on the property may not be subject to the passive loss limitation rules. This can result in significant tax savings. Example"
476,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,TaxCode,TAXCODE,"Rental of a dwelling unit  Rent income $15,000 Mortgage interest (7,000) Real estate tax (3,000) Other expenses (1,000) Depreciation (9,000) Net loss subject to passive loss rules ($5,000) This loss may be deductible on your tax return, under the active participation $25,000 limitation mentioned earlier."
477,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,TaxCode,TAXCODE,"Rental of a   personal residence with intention of returning  Rent income $15,000 Real estate tax (3,000) Other expenses (1,000) Depreciation (9,000) Net rental (passive) income $2,000 Mortgage interest (loss not subject to passive loss   rules) (7,000) Net loss from property allowed on tax return ($5,000) Of this loss, $7,000 (the portion representing qualified residence mortgage interest) may be deductible against nonpassive income. In addition, the $2,000 net passive income may offset passive losses from other passive activities. Be aware that the depreciation deduction reduces the cost basis of your property, thereby increasing the gain upon sale of the property. Explanation You must meet the active participation standards both in the year in which the loss arose and in the year in which the loss is allowed. Losses that exceed $25,000 carried over from an active participation year can be used in a later year if the taxpayer continues to actively participate. The $25,000 offset rule does not apply to the losses carried over from prior years where the taxpayer did not actively participate in the rental."
478,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,EY,TAXALERT,"A tax-saving opportunity exists depending on how personal property and real property are grouped. In general, a taxpayer may not treat as a single activity the rental of real property and the rental of personal property (other than personal property provided in connection with real property). Furthermore, taxpayers may treat as a single activity the rental of real property provided in connection with the rental of personal property. Example An individual who leases $10,000 of real property (e.g., a small structure or other fixture) in connection with renting $150,000 of computer equipment could treat as one activity the rental of both the real property and the personal property. To make an election to treat all real property as a single activity, a taxpayer must file a statement with his or her original tax return for the tax year the taxpayer is making the election."
479,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,EY,TAXPLANNER,"It may not be beneficial for you to group all of your rental real estate interests together if you have interests in nonrental activities that are also passive. In addition, your activity grouping may affect your exposure to the 3.8% Net Investment Income Tax (NIIT) that took effect in 2013. For a detailed overview of the NIIT, see chapter 49, Net Investment Income Tax. Consult your tax advisor for further details."
480,Chapter 9,Rental income and expenses,Limits on Rental Losses,Passive Activity Limits,EY,TAXALERT,"A regulation has tightened the “partial disposition” rule, requiring a taxpayer to dispose of “substantially all” of an activity rather than a “substantial part” in order to deduct associated carryover suspended losses, that is, losses from this activity that did not get deducted in prior years. You should consult your tax advisor."
481,Chapter 9,Rental income and expenses,How To Report Rental Income and Expenses,,TaxCode,TAXCODE,"The basic form for reporting residential rental income and expenses is Schedule E (Form 1040). However, do not use that schedule to report a not-for-profit activity. See Not Rented for Profit, earlier. Providing substantial services. If you provide substantial services that are primarily for your tenant's convenience, such as regular cleaning, changing linen, or maid service, report your rental income and expenses on Schedule C (Form 1040), Profit or Loss From Business, or Schedule C-EZ (Form 1040), Net Profit From Business (Sole Proprietorship). Substantial services do not include the furnishing of heat and light, cleaning of public areas, trash collection, etc. For information, see Publication 334, Tax Guide for Small Business. You also may have to pay self-employment tax on your rental income using Schedule SE (Form 1040), Self-Employment Tax. Use Form 1065, U.S. Return of Partnership Income, if your rental activity is a partnership (including a partnership with your spouse unless it is a qualified joint venture). Qualified joint venture. If you and your spouse each materially participate as the only members of a jointly owned and operated real estate business, and you file a joint return for the tax year, you can make a joint election to be treated as a qualified joint venture instead of a partnership. This election, in most cases, will not increase the total tax owed on the joint return, but it does give each of you credit for social security earnings on which retirement benefits are based and for Medicare coverage if your rental income is subject to self-employment tax. For more information, see Publication 527. Form 1098, Mortgage Interest Statement. If you paid $600 or more of mortgage interest on your rental property to any one person, you should receive a Form 1098, or similar statement showing the interest you paid for the year. If you and at least one other person (other than your spouse if you file a joint return) were liable for, and paid interest on the mortgage, and the other person received the Form 1098, report your share of the interest on Schedule E (Form 1040), line 13. Attach a statement to your return showing the name and address of the other person. See the instructions for Schedule E (Form 1040) for more information. Interest expense. You can deduct mortgage interest you pay on your rental property. When you refinance a rental property for more than the previous outstanding balance, the portion of the interest allocable to loan proceeds not related to rental use generally cannot be deducted as a rental expense. chapter 4 of Publication 535 explains mortgage interest in detail. Expenses paid to obtain a mortgage. Certain expenses you pay to obtain a mortgage on your rental property cannot be deducted as interest. These expenses, which include mortgage commissions, abstract fees, and recording fees, are capital expenses that are part of your basis in the property."
482,Chapter 9,Rental income and expenses,How To Report Rental Income and Expenses,Schedule E (Form 1040),TaxCode,TAXCODE,"If you rent buildings, rooms, or apartments, and provide basic services such as heat and light, trash collection, etc., you normally report your rental income and expenses on Schedule E, Part I. Page 2 of Schedule E is used to report income or loss from partnerships, S corporations, estates, trusts, and real estate mortgage investment conduits. If you need to use page 2 of Schedule E, be sure to use page 2 of the same Schedule E you used to enter your rental activity on page 1. See the instructions for Schedule E (Form 1040)."
483,Chapter 9,Rental income and expenses,How To Report Rental Income and Expenses,Schedule E (Form 1040),EY,TAXORGANIZER,"Records you should keep: ·    Rental agreement ·    Records of tenant-paid improvements, real estate taxes, mortgage payments, etc. ·    A log of how many days a property is rented, used for personal purposes, or vacant ·    Proof of advertising vacant properties in newspapers, magazines, websites, etc. ·    Lists distinguishing the nature of each repair or improvement ·    Receipts for each repair and improvement including date and amount paid ·    A log of travel expenses allocating between rental and nonrental purposes ·    A schedule showing method of division of expenses if part of property is rented ·    Schedule listing depreciable assets with respect to the rental property including amount, date purchased, life of asset, method of depreciation, and depreciation already taken ·    Carry forward of passive activity losses not utilized in prior years ·    Carry forward of rental losses in excess of $25,000 when actively participating in rental activity ·    Form 1098, Mortgage Interest Statement, or other form indicating mortgage interest paid ·    Property tax forms and receipts ·    Proof of tax preparation fees paid in relation to rental property ·    Security deposit information"
484,Chapter 10,"Retirement plans, pensions, and annuities",,,TaxCode,TAXCODE,ey.com/EYTaxGuide
485,Chapter 10,"Retirement plans, pensions, and annuities",,,EY,Note,IRS Publication 17 (Your Federal Income Tax) has been updated by Ernst & Young LLP for 2016. Dates and dollar amounts shown are for 2016. Underlined type is used to indicate where IRS text has been updated. Places where text has been removed are indicated by the sentence: Text intentionally omitted. ey.com/EYTaxGuide Ernst & Young LLP will update the EY Tax Guide 2017 website with relevant taxpayer information as it becomes available. You can also sign up for email alerts to let you know when changes have been made.
486,Chapter 10,"Retirement plans, pensions, and annuities",,,EY,Introduction,"No matter how welcome retirement may be, you're likely to encounter a host of challenging tax dilemmas that you've never before faced. For starters, chances are good that you will have some difficulty projecting your tax liabilities. Your income will most likely be different from what it has been, and the way in which you calculate your tax will be different, too. you'll have to puzzle over the complicated withdrawal requirements from 401(k) and other retirement accounts. You may also be faced with the decision of whether to withdraw certain funds as an annuity, or in one lump-sum distribution. If you are entitled to any lump-sum distributions, you will have to make the difficult decision as to whether to roll over the funds and defer the tax or to pay the tax currently. If your pension payments are not subject to mandatory withholding rules, you may have to start making estimated tax payments or elect to have income taxes withheld from your pension payments. This chapter helps guide you through this maze of complicated decisions."
487,Chapter 10,"Retirement plans, pensions, and annuities",,,EY,Tax Breaks and Deductions You Can Use Checklist,"Excluding a rollover distribution from current taxes. If you withdraw all or a part of your balance in a qualified plan or tax-sheltered annuity arrangement, and such distribution is eligible to be rolled over to the qualified retirement plan of an employer or an IRA, you can defer tax on the distribution by contributing it to an eligible retirement plan. For more information, see Rollovers, later. Avoiding mandatory 20% withholding on eligible rollover distributions. Payers of benefits from your pension, profit-sharing, annuity, stock bonus, or other qualified deferred compensation plans are generally required to withhold 20% of distributions from such plans. However, withholding is not required on an eligible rollover distribution if you elect to have it paid directly to an IRA or qualified retirement plan of an employer. For more information, see Withholding and Estimated Tax, later. 401(k) and 403(b) plan contributions. You can reduce your taxable wages (and your tax bill) by contributing on a pre-tax basis to a 401(k) or 403(b) plan sponsored by your employer. In 2016, you could contribute up to $18,000 ($24,000 if you were 50 or older by the end of 2016). For more details, see Elective deferrals, later. Roth 401(k) plans. If your employer plan allows it, you may be able to designate part or all of your contributions to your employer's 401(k) plan as “Roth 401(k)” contributions. Unlike contributions made to a “traditional” 401(k) plan that reduce your taxable wages, contributions to a Roth 401(k) do not reduce the amount of your earnings currently subject to tax. However, if certain requirements are met, your entire plan account can be distributed to you completely tax-free. For more details, see General Information. Taxation of appreciated employer securities received as part of a lump-sum distribution. If a lump-sum distribution includes shares of stock in your employer that have appreciated in value, this “net unrealized appreciation” (NUA), which is determined upon the distribution, will not be subject to tax until you subsequently sell the shares. If the shares are sold, then the gain will be taxed as a long-term capital gain up to the amount of the NUA. Any gain in excess of the NUA will be taxed as long-term capital gain only if you hold the stock after distribution for at least 12 months prior to selling it. Alternatively, you can elect to treat the NUA as part of the lump-sum distribution subject to immediate tax. This may be desirable if you otherwise have tax losses that can offset the amount of the NUA. For more information, see Net Unrealized Appreciation (NUA), later."
488,Chapter 10,"Retirement plans, pensions, and annuities",What's New,,TaxCode,TAXCODE,"Rollovers to SIMPLE Retirement Accounts. Beginning after December 18, 2015, you are able to roll over amounts from a qualified retirement plan (as described under Rollovers, later) or an IRA into a SIMPLE retirement account as follows: 1.    During the first 2 years of participation in a SIMPLE retirement account, you may roll over amounts from one SIMPLE retirement account into another SIMPLE retirement account, and 2.    After the first 2 years of participation in a SIMPLE retirement account, you may roll over amounts from a SIMPLE retirement account, a qualified retirement plan, or an IRA into a SIMPLE retirement account. For more information, see Rollovers later. Expanded exception to the tax on early distributions from a governmental plan for qualified public safety employees. For tax years beginning after December 31, 2015, in addition to those employees described in Qualified public safety employees, the definition is expanded to include the following: §  Federal law enforcement officers, §  Federal customs and border protection officers, §  Federal firefighters, §  Air traffic controllers, §  Nuclear materials couriers, §  Members of the United States Capitol Police, §  Members of the Supreme Court Police, and §  Diplomatic security special agents of the United States Department of State. In addition, the exception to the tax is extended to distributions from governmental defined contribution plans, as well as governmental defined benefit plans. For more information, see Tax on Early Distributions later."
489,Chapter 10,"Retirement plans, pensions, and annuities",What's New,,EY,TAXALERT,"As of the date this book went to press, inflation adjustments for 2017 that are applicable to retirement plans, pensions, and annuities had not yet been announced. These adjustments do not affect your 2016 tax return but are relevant for 2017. We will post 2017 amounts to our website, ey.com/EYTaxGuide, after the IRS announces them."
490,Chapter 10,"Retirement plans, pensions, and annuities",Reminder,,TaxCode,TAXCODE,"Net Investment Income Tax. For purposes of the Net Investment Income Tax (NIIT), net investment income does not include distributions from a qualified retirement plan (for example, 401(a), 403(a), 403(b), 408, 408A, or 457(b) plans). However, these distributions are taken into account when determining the modified adjusted gross income threshold. Distributions from a nonqualified retirement plan are included in net investment income. See Form 8960, Net Investment Income Tax - Individuals, Estates, and Trusts, and its instructions for more information. In-plan Roth rollovers. The American Tax-payer Relief Act of 2012 expanded the rules for in-plan Roth rollovers to include more taxpayers. For more information, see Designated Roth accounts discussed later."
491,Chapter 10,"Retirement plans, pensions, and annuities",Reminder,,EY,TAXALERT,"Roth conversions expanded for retirement plans. A deferral plan under Section 401(k) (including the Thrift Savings Plan), 403(b), or 457(b) governmental plan can have Roth accounts. This means that participants can designate a portion or even all of any elective deferrals they make as contributions to their Roth account. Deferrals so designated are currently taxable to the participant, but qualified distributions subsequently received from the Roth account are received tax-free. These plans also have the option to permit participants to roll their pre-tax account balances into a designated Roth account within the same plan. (Not all plans offer this rollover option, so you need to check with your employer.) Before 2013, plans that offered this rollover option could allow participants to convert their pre-tax accounts to Roth accounts, but only with respect to money they otherwise had a right to take out of the plan; usually because they either reached age 59½ or separated from their employer. After 2012, any amount in a non-Roth account is allowed to be converted to a Roth account in the same plan, whether or not the amount is otherwise eligible for distribution. Any amount converted to the Roth account is subject to regular income tax at the time of the conversion."
492,Chapter 10,"Retirement plans, pensions, and annuities",Reminder,,TaxCode,TAXCODE,"This chapter discusses the tax treatment of distributions you receive from: §  An employee pension or annuity from a qualified plan, §  A disability retirement, and §  A purchased commercial annuity. What is not covered in this chapter. The following topics are not discussed in this chapter: The General Rule. This is the method generally used to determine the tax treatment of pension and annuity income from nonqualified plans (including commercial annuities). For a qualified plan, you generally cannot use the General Rule unless your annuity starting date is before November 19, 1996. For more information about the General Rule, see Publication 939, General Rule for Pensions and Annuities. Individual retirement arrangements (IRAs). Information on the tax treatment of amounts you receive from an IRA is in chapter 17. Civil service retirement benefits. If you are retired from the federal government (regular, phased, or disability retirement), see Publication 721, Tax Guide to U.S. Civil Service Retirement Benefits. Publication 721 also covers the information that you need if you are the survivor or beneficiary of a federal employee or retiree who died."
493,Chapter 10,"Retirement plans, pensions, and annuities",Reminder,Useful Items,TaxCode,TAXCODE,"You may want to see: Publication □   575 Pension and Annuity Income □   721 Tax Guide to U.S. Civil Service Retirement Benefits □   939 General Rule for Pensions and Annuities Form (and Instructions) □   W-4P Withholding Certificate for Pension or Annuity Payments □   1099-R Distributions from Pensions, Annuities, Retirement or Profit-Sharing Plans, IRAs, Insurance Contracts, etc. □   4972 Tax on Lump-Sum Distributions □   5329 Additional Taxes on Qualified Plans (Including IRAs) and Other Tax-Favored Accounts"
494,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,TaxCode,TAXCODE,"Designated Roth accounts. A designated Roth account is a separate account created under a qualified Roth contribution program to which participants may elect to have part or all of their elective deferrals to a 401(k), 403(b), or 457(b) plan designated as Roth contributions. Elective deferrals that are designated as Roth contributions are included in your income. However, qualified distributions are not included in your income. See Publication 575 for more information."
495,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,TAXPLANNER,"Your contributions to a Roth 401(k) are nondeductible, but all of the income in the plan will be tax-free to you when distributed if you meet the same requirements that apply to Roth IRAs: 5 years of participation and distribution after age 59½, death, disability, or up to $10,000 for a first-time home purchase. Unlike Roth IRAs, the ability to contribute to a Roth 401(k) is not limited by the amount of your income."
496,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,TaxCode,TAXCODE,"In-plan rollovers to designated Roth accounts. If you are a participant in a 401(k), 403(b), or 457(b) plan, your plan may permit you to roll over amounts in those plans to a designated Roth account within the same plan. The rollover of any untaxed amounts must be included in income in the year you receive the distribution. See Publication 575 for more information."
497,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,TAXPLANNER,"Not all plans offer this rollover option, so you need to check with your employer."
498,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,TAXALERT,"Before 2013, rollovers from a pre-tax account to a Roth account within a plan were allowed only with respect to funds the individual plan participants otherwise had a right to withdraw from the plan; usually because the participant either reached age 59½ or separated from service from his or her employer. Beginning in 2013, the American Taxpayer Relief Act of 2012 allows any amount in a non-Roth account to be converted to a Roth account in the same plan, whether or not the amount is otherwise eligible for distribution. This tax law change significantly expands the population of taxpayers who can take advantage of this option for converting pre-tax amounts held inside their 401(k), 403(b), and/or 457(b) plans to a Roth account. Just like a conversion to a Roth IRA (discussed in chapter 17, Individual retirement arrangements (IRAs)), the amount rolled over is includible in taxable income except to the extent it includes a return of after-tax contributions."
499,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,TaxCode,TAXCODE,"More than one program. If you receive benefits from more than one program under a single trust or plan of your employer, such as a pension plan and a profit-sharing plan, you may have to figure the taxable part of each pension or annuity contract separately. Your former employer or the plan administrator should be able to tell you if you have more than one pension or annuity contract. Section 457 deferred compensation plans. If you work for a state or local government or for a tax-exempt organization, you may be able to participate in a Section 457 deferred compensation plan. If your plan is an eligible plan, you are not taxed currently on pay that is deferred under the plan or on any earnings from the plan's investment of the deferred pay. You are generally taxed on amounts deferred in an eligible state or local government plan only when they are distributed from the plan. You are taxed on amounts deferred in an eligible tax-exempt organization plan when they are distributed or otherwise made available to you. Your 457(b) plan may have a designated Roth account option. If so, you may be able to roll over amounts to the designated Roth account or make contributions. Elective deferrals to a designated Roth account are included in your income. Qualified distributions from a designated Roth account are not subject to tax. This chapter covers the tax treatment of benefits under eligible Section 457 plans, but it does not cover the treatment of deferrals. For information on deferrals under Section 457 plans, see Retirement Plan Contributions under Employee Compensation in Publication 525, Taxable and Nontaxable Income. For general information on these deferred compensation plans, see Section 457 Deferred Compensation Plans in Publication 575. Disability pensions. If you retired on disability, you generally must include in income any disability pension you receive under a plan that is paid for by your employer. You must report your taxable disability payments as wages on line 7 of Form 1040 or Form 1040A until you reach minimum retirement age. Minimum retirement age generally is the age at which you can first receive a pension or annuity if you are not disabled. Beginning on the day after you reach minimum retirement age, payments you receive are taxable as a pension or annuity. Report the payments on Form 1040, lines 16a and 16b, or on Form 1040A, lines 12a and 12b."
500,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,Tip,"You may be entitled to a tax credit if you were permanently and totally disabled when you retired. For information on the credit for the elderly or the disabled, see chapter 34."
501,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,Tip,"Disability payments for injuries incurred as a direct result of a terrorist attack directed against the United States (or its allies) are not included in income. For more information about payments to survivors of terrorist attacks, see Publication 3920, Tax Relief for Victims of Terrorist Attacks."
502,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,TaxCode,TAXCODE,"For more information on how to report disability pensions, including military and certain government disability pensions, see chapter 5. Retired public safety officers. An eligible retired public safety officer can elect to exclude from income distributions of up to $3,000 made directly from a government retirement plan to the provider of accident, health, or long-term disability insurance. See Insurance Premiums for Retired Public Safety Officers in Publication 575 for more information. Railroad retirement benefits. Part of any railroad retirement benefits you receive is treated for tax purposes as social security benefits, and part is treated as an employee pension. For information about railroad retirement benefits treated as social security benefits, see Publication 915, Social Security and Equivalent Railroad Retirement Benefits. For information about railroad retirement benefits treated as an employee pension, see Railroad Retirement Benefits in Publication 575."
503,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,EXPLANATION,"Unless you elect to have your distribution paid directly to an eligible retirement plan, the payer of benefits from your pension, profit-sharing, stock bonus, annuity, or other qualified deferred compensation plan is required to withhold an amount equal to 20% of any designated distribution that is an eligible rollover distribution. An eligible rollover distribution is any distribution of all or a portion of an employee's balance in a qualified plan or tax-sheltered annuity arrangement other than (1) any distribution that is one of a series of substantially equal periodic payments made over the life or life expectancy of the employee (or the joint lives or joint life expectancies of the employee and the employee's designated beneficiary) or made over a period of 10 years or more, (2) required minimum distributions, and (3) certain corrective and deemed distributions. An eligible retirement plan is generally another qualified retirement plan, an individual retirement account, an individual retirement annuity, a governmental Section 457 plan, or a 403(b) tax-sheltered annuity. If the payment made to you is not an eligible rollover distribution, the payer will withhold income tax on the taxable amounts paid to you. However, withholding from these payments is not mandatory and you can tell the payer how to withhold by filing Form W-4P, Withholding Certificate for Pension or Annuity Payments. If you choose not to have tax withheld, you may have to pay estimated tax."
504,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,TaxCode,TAXCODE,"Withholding and estimated tax. The payer of your pension, profit-sharing, stock bonus, annuity, or deferred compensation plan will withhold income tax on the taxable parts of amounts paid to you. You can tell the payer how much to withhold, or not to withhold, by filing Form W-4P. If you choose not to have tax withheld, or you do not have enough tax withheld, you may have to pay estimated tax. If you receive an eligible rollover distribution, you cannot choose not to have tax withheld. Generally, 20% will be withheld, but no tax will be withheld on a direct rollover of an eligible rollover distribution. See Direct rollover option under Rollovers, later. For more information, see Pensions and Annuities under Tax Withholding for 2016 in chapter 4. Qualified plans for self-employed individuals. Qualified plans set up by self-employed individuals are sometimes called Keogh or H.R. 10 plans. Qualified plans can be set up by sole proprietors, partnerships (but not a partner), and corporations. They can cover self-employed persons, such as the sole proprietor or partners, as well as regular (common-law) employees. Distributions from a qualified plan are usually fully taxable because most recipients have no cost basis. If you have an investment (cost) in the plan, however, your pension or annuity payments from a qualified plan are taxed under the Simplified Method. For more information about qualified plans, see Publication 560, Retirement Plans for Small Business. Purchased annuities. If you receive pension or annuity payments from a privately purchased annuity contract from a commercial organization, such as an insurance company, you generally must use the General Rule to figure the tax-free part of each annuity payment. For more information about the General Rule, get Publication 939. Also, see Variable Annuities in Publication 575 for the special provisions that apply to these annuity contracts. Loans. If you borrow money from your retirement plan, you must treat the loan as a nonperiodic distribution from the plan unless certain exceptions apply. This treatment also applies to any loan under a contract purchased under your retirement plan, and to the value of any part of your interest in the plan or contract that you pledge or assign. This means that you must include in income all or part of the amount borrowed. Even if you do not have to treat the loan as a nonperiodic distribution, you may not be able to deduct the interest on the loan in some situations. For details, see Loans Treated as Distributions in Publication 575. For information on the deductibility of interest, see chapter 24."
505,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,EXCEPTION,"A loan will not be considered a distribution to the extent that the loan (when added to the outstanding balance of all other loans maintained by the employer) does not exceed the lesser of (1) $50,000 or (2) the greater of either $10,000 or one-half of the participant's vested accrued benefits under the plan. The $50,000 limit is reduced by the excess of the participant's highest outstanding loan balance during the preceding 12-month period, over the outstanding balance at the date of the new loan. In addition, the exception does not apply unless the loan by its terms must be repaid within 5 years and requires level repayments made not less frequently than quarterly over the term of the loan. The 5-year rule does not generally apply to loans made in connection with the purchase of a principal residence of a participant."
506,Chapter 10,"Retirement plans, pensions, and annuities",General Information,,EY,TAXALERT,"Interest on a loan from an employee plan is only deductible under the general loan interest rules (discussed in chapter 24, Interest expense). Even if the interest is otherwise deductible under the general rules, it will not be deductible if the loan was made to a key employee or secured by amounts attributable to an employee's salary reduction amounts. It should also be noted that personal loan interest is not deductible."
